88games>'88 Games>1988>AAMA - Green (Suitable For All Ages)>Konami>>Sports/Track & Field
bgareggabl>1945 Part-2 (Chinese hack of Battle Garegga)>1996>AAMA - Green (Suitable For All Ages)>bootleg>>Shoot-'Em-Up
1945kiii>1945k III (newer, OPCX2 PCB)>2000>AAMA - Green (Suitable For All Ages)>Oriental Soft>>Shoot-'Em-Up
1945kiiio>1945k III (older, OPCX1 PCB)>1999>AAMA - Green (Suitable For All Ages)>Oriental Soft>>Shoot-'Em-Up
19xxar1>19XX: The War Against Destiny (Asia 951207)>1996>AAMA - Green (Suitable For All Ages)>Capcom>>Shoot-'Em-Up
19xxa>19XX: The War Against Destiny (Asia 960104)>1996>AAMA - Green (Suitable For All Ages)>Capcom>>Shoot-'Em-Up
19xxb>19XX: The War Against Destiny (Brazil 951218)>1996>AAMA - Green (Suitable For All Ages)>Capcom>>Shoot-'Em-Up
19xxh>19XX: The War Against Destiny (Hispanic 951218)>1996>AAMA - Green (Suitable For All Ages)>Capcom>>Shoot-'Em-Up
19xxjr2>19XX: The War Against Destiny (Japan 951207)>1996>AAMA - Green (Suitable For All Ages)>Capcom>>Shoot-'Em-Up
19xxjr1>19XX: The War Against Destiny (Japan 951225)>1996>AAMA - Green (Suitable For All Ages)>Capcom>>Shoot-'Em-Up
19xxj>19XX: The War Against Destiny (Japan 960104, yellow case)>1996>AAMA - Green (Suitable For All Ages)>Capcom>>Shoot-'Em-Up
19xxd>19XX: The War Against Destiny (USA 951207 Phoenix Edition) (bootleg)>1996>AAMA - Green (Suitable For All Ages)>bootleg>>Shoot-'Em-Up
19xx>19XX: The War Against Destiny (USA 951207)>1996>AAMA - Green (Suitable For All Ages)>Capcom>>Shoot-'Em-Up
openice>2 On 2 Open Ice Challenge (rev 1.21)>1995>AAMA - Yellow (Animated Violence Mild)>Midway>>Sports/Hockey
2020bb>2020 Super Baseball (set 1)>1991>AAMA - Green (Suitable For All Ages)>SNK / Pallas>>Sports/Baseball
2020bba>2020 Super Baseball (set 2)>1991>AAMA - Green (Suitable For All Ages)>SNK / Pallas>>Sports/Baseball
2020bbh>2020 Super Baseball (set 3)>1991>AAMA - Green (Suitable For All Ages)>SNK / Pallas>>Sports/Baseball
3countb>3 Count Bout / Fire Suplex (NGM-043)(NGH-043)>1993>AAMA - Yellow (Life Like Violence Mild)>SNK>>Sports/Wrestling
3on3dunk>3 On 3 Dunk Madness (US, prototype? 1997/02/04)>1996>AAMA - Green (Suitable For All Ages)>Video System Co.>>Sports/Basketball
30test>30 Test (Remake)>1997>AAMA - Green (Suitable For All Ages)>Namco>>Miscellaneous
39in1>39 in 1 MAME bootleg>2004>AAMA - Green (Suitable For All Ages)>bootleg>>Compilation
3x3puzzl>3X3 Puzzle (Enterprise)>1998>AAMA - Yellow (Sexual Content Mild)>Ace Enterprise>>Puzzle
3x3puzzla>3X3 Puzzle (Normal)>1998>AAMA - Yellow (Sexual Content Mild)>Ace Enterprise>>Puzzle
4enraya>4 En Raya (set 1)>1990>AAMA - Green (Suitable For All Ages)>IDSA>>Puzzle
4enrayaa>4 En Raya (set 2)>1990>AAMA - Green (Suitable For All Ages)>IDSA>>Puzzle
4in1>4 Fun in 1>1981>AAMA - Green (Suitable For All Ages)>Armenia / Food and Fun>>Compilation
1942h>42>198?>AAMA - Green (Suitable For All Ages)>hack (Two Bit Score?)>>Shoot-'Em-Up
4dwarrio>4-D Warriors (315-5162)>1985>AAMA - Green (Suitable For All Ages)>Coreland / Sega>>Shoot-'Em-Up
jantotsu>4nin-uchi Mahjong Jantotsu>1983>AAMA - Green (Suitable For All Ages)>Sanritsu>>Mahjong
600>600>1981>AAMA - Green (Suitable For All Ages)>Konami>>Maze
64streetj>64th. Street - A Detective Story (Japan, set 1)>1991>AAMA - Yellow (Animated Violence Mild)>Jaleco>>Beat-'Em-Up
64streetja>64th. Street - A Detective Story (Japan, set 2)>1991>AAMA - Yellow (Animated Violence Mild)>Jaleco>>Beat-'Em-Up
64street>64th. Street - A Detective Story (World)>1991>AAMA - Yellow (Animated Violence Mild)>Jaleco>>Beat-'Em-Up
720gr1>720 Degrees (German, rev 1)>1986>AAMA - Green (Suitable For All Ages)>Atari Games>>Sports/Skateboarding
720g>720 Degrees (German, rev 2)>1986>AAMA - Green (Suitable For All Ages)>Atari Games>>Sports/Skateboarding
720r1>720 Degrees (rev 1)>1986>AAMA - Green (Suitable For All Ages)>Atari Games>>Sports/Skateboarding
720r2>720 Degrees (rev 2)>1986>AAMA - Green (Suitable For All Ages)>Atari Games>>Sports/Skateboarding
720r3>720 Degrees (rev 3)>1986>AAMA - Green (Suitable For All Ages)>Atari Games>>Sports/Skateboarding
720>720 Degrees (rev 4)>1986>AAMA - Green (Suitable For All Ages)>Atari Games>>Sports/Skateboarding
7jigen>7jigen no Youseitachi - Mahjong 7 Dimensions (Japan)>1990>AAMA - Red (Sexual Content Strong)>Dynax>>Mahjong
800fath>800 Fathoms>1981>AAMA - Green (Suitable For All Ages)>Amenip (US Billiards Inc. license)>>Shoot-'Em-Up
9ballsht>9-Ball Shootout (set 1)>1993>AAMA - Green (Suitable For All Ages)>E-Scape EnterMedia (Bundra license)>>Sports/Pool and Dart
9ballsht2>9-Ball Shootout (set 2)>1993>AAMA - Green (Suitable For All Ages)>E-Scape EnterMedia (Bundra license)>>Sports/Pool and Dart
9ballsht3>9-Ball Shootout (set 3)>1993>AAMA - Green (Suitable For All Ages)>E-Scape EnterMedia (Bundra license)>>Sports/Pool and Dart
9ballshtc>9-Ball Shootout Championship>1993>AAMA - Green (Suitable For All Ages)>E-Scape EnterMedia (Bundra license)>>Sports/Pool and Dart
ad2083>A. D. 2083>1983>AAMA - Green (Suitable For All Ages)>Midcoin>>Shoot-'Em-Up
abcopjd>A.B. Cop (Japan) (bootleg of FD1094 317-0169b set)>1990>AAMA - Green (Suitable For All Ages)>bootleg>>Motorcycle
abcopj>A.B. Cop (Japan) (FD1094 317-0169b)>1990>AAMA - Green (Suitable For All Ages)>Sega>>Motorcycle
abcopd>A.B. Cop (World) (bootleg of FD1094 317-0169b set)>1990>AAMA - Green (Suitable For All Ages)>bootleg>>Motorcycle
abcop>A.B. Cop (World) (FD1094 317-0169b)>1990>AAMA - Green (Suitable For All Ages)>Sega>>Motorcycle
ar_argh>Aaargh (Arcadia)>1988>AAMA - Green (Suitable For All Ages)>Arcadia Systems>>Action
abscam>Abscam>1981>AAMA - Green (Suitable For All Ages)>GL (US Billiards license)>>Maze
aceattac>Ace Attacker (FD1094 317-0059)>1988>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Volleyball
aceattaca>Ace Attacker (Japan, System 16A, FD1094 317-0060)>1988>AAMA - Green (Suitable For All Ages)>Sega>>Sports/Volleyball
acedrvrw>Ace Driver: Racing Evolution (Rev. AD2)>1994>AAMA - Green (Suitable For All Ages)>Namco>>Driving
victlapw>Ace Driver: Victory Lap (Rev. ADV2)>1996>AAMA - Green (Suitable For All Ages)>Namco>>Driving
acrobatm>Acrobat Mission>1991>AAMA - Green (Suitable For All Ages)>UPL (Taito license)>>Shoot-'Em-Up
dogfgt>Acrobatic Dog-Fight>1984>AAMA - Green (Suitable For All Ages)>Technos Japan>>Shooter
dogfgtu>Acrobatic Dog-Fight (USA)>1985>AAMA - Green (Suitable For All Ages)>Technos Japan (Data East USA, Inc. license)>>Shooter
actfancrj>Act-Fancer Cybernetick Hyper Weapon (Japan revision 1)>1989>AAMA - Green (Suitable For All Ages)>Data East Corporation>>Platform
actfancr1>Act-Fancer Cybernetick Hyper Weapon (World revision 1)>1989>AAMA - Green (Suitable For All Ages)>Data East Corporation>>Platform
actfancr>Act-Fancer Cybernetick Hyper Weapon (World revision 2)>1989>AAMA - Green (Suitable For All Ages)>Data East Corporation>>Platform
afighter>Action Fighter (FD1089A 317-0018)>1986>AAMA - Green (Suitable For All Ages)>Sega>>Shoot-'Em-Up
actionhw>Action Hollywood>1995>AAMA - Green (Suitable For All Ages)>TCH>>Maze
aerfboot>Aero Fighters (bootleg set 1)>1992>AAMA - Green (Suitable For All Ages)>bootleg>>Shoot-'Em-Up
aerfboo2>Aero Fighters (bootleg set 2)>1992>AAMA - Green (Suitable For All Ages)>bootleg>>Shoot-'Em-Up
aerofgtb>Aero Fighters (Taiwan / Japan, set 1)>1992>AAMA - Green (Suitable For All Ages)>Video System Co.>>Shoot-'Em-Up
aerofgtc>Aero Fighters (Taiwan / Japan, set 2)>1992>AAMA - Green (Suitable For All Ages)>Video System Co.>>Shoot-'Em-Up
aerofgt>Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware)>1992>AAMA - Green (Suitable For All Ages)>Video System Co.>>Shoot-'Em-Up
sonicwi2>Aero Fighters 2 / Sonic Wings 2>1994>AAMA - Green (Suitable For All Ages)>Video System Co.>>Shoot-'Em-Up
sonicwi3>Aero Fighters 3 / Sonic Wings 3>1995>AAMA - Green (Suitable For All Ages)>Video System Co.>>Shoot-'Em-Up
aerofgts>Aero Fighters Special (Taiwan)>1996>AAMA - Green (Suitable For All Ages)>Video System Co.>>Shoot-'Em-Up
aeroboto>Aeroboto>1984>AAMA - Green (Suitable For All Ages)>Jaleco (Williams license)>>Shoot-'Em-Up
aerolitos>Aerolitos (Spanish bootleg of Asteroids)>1980>AAMA - Green (Suitable For All Ages)>bootleg (Rodmar Elec.)>>Shoot-'Em-Up
aburner>After Burner>1987>AAMA - Green (Suitable For All Ages)>Sega>>Shooter
aburner2>After Burner II>1987>AAMA - Green (Suitable For All Ages)>Sega>>Shooter
aburner2g>After Burner II (German)>1987>AAMA - Green (Suitable For All Ages)>Sega>>Shooter
aoh>Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07)>2001>AAMA - Red (Life Like Violence Strong)>Unico>>Beat-'Em-Up
agentx1>Agent X (prototype, rev 1)>1983>AAMA - Green (Suitable For All Ages)>Atari>>Shoot-'Em-Up
agentx2>Agent X (prototype, rev 2)>1983>AAMA - Green (Suitable For All Ages)>Atari>>Shoot-'Em-Up
agentx3>Agent X (prototype, rev 3)>1983>AAMA - Green (Suitable For All Ages)>Atari>>Shoot-'Em-Up
agentx4>Agent X (prototype, rev 4)>1983>AAMA - Green (Suitable For All Ages)>Atari>>Shoot-'Em-Up
aodk>Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008)(ADH-008)>1994>AAMA - Green (Suitable For All Ages)>ADK / SNK>>Fighter
agressb>Agress - Missile Daisenryaku (English bootleg)>2003>AAMA - Green (Suitable For All Ages)>bootleg>>Puzzle
agress>Agress - Missile Daisenryaku (Japan)>1991>AAMA - Green (Suitable For All Ages)>Palco>>Puzzle
koshien>Ah Eikou no Koshien (Japan)>1990>AAMA - Green (Suitable For All Ages)>Taito Corporation>>Sports/Baseball
airass>Air Assault (World)>1993>AAMA - Green (Suitable For All Ages)>Irem>>Shoot-'Em-Up
airattck>Air Attack (set 1)>1996>AAMA - Green (Suitable For All Ages)>Comad>>Shoot-'Em-Up
airattcka>Air Attack (set 2)>1996>AAMA - Green (Suitable For All Ages)>Comad>>Shoot-'Em-Up
airbustrb>Air Buster: Trouble Specialty Raid Unit (bootleg)>1990>AAMA - Green (Suitable For All Ages)>bootleg>>Shoot-'Em-Up
airbustrj>Air Buster: Trouble Specialty Raid Unit (Japan)>1990>AAMA - Green (Suitable For All Ages)>Kaneko (Namco license)>>Shoot-'Em-Up
airbustr>Air Buster: Trouble Specialty Raid Unit (World)>1990>AAMA - Green (Suitable For All Ages)>Kaneko (Namco license)>>Shoot-'Em-Up
airduelm72>Air Duel (Japan, M72)>1990>AAMA - Green (Suitable For All Ages)>Irem>>Shoot-'Em-Up
airduel>Air Duel (World, M82-A-A + M82-B-A)>1990>AAMA - Green (Suitable For All Ages)>Irem>>Shoot-'Em-Up
agallet>Air Gallet (Europe)>1996>AAMA - Green (Suitable For All Ages)>Gazelle (Banpresto license)>>Shoot-'Em-Up
agalleth>Air Gallet (Hong Kong)>1996>AAMA - Green (Suitable For All Ages)>Gazelle (Banpresto license)>>Shoot-'Em-Up
agalletk>Air Gallet (Korea)>1996>AAMA - Green (Suitable For All Ages)>Gazelle (Banpresto license)>>Shoot-'Em-Up
agallett>Air Gallet (Taiwan)>1996>AAMA - Green (Suitable For All Ages)>Gazelle (Banpresto license)>>Shoot-'Em-Up
agalletu>Air Gallet (USA)>1996>AAMA - Green (Suitable For All Ages)>Gazelle (Banpresto license)>>Shoot-'Em-Up
airrace>Air Race (prototype)>1985>AAMA - Green (Suitable For All Ages)>Atari Games>>Flying
arescuej>Air Rescue (Japan)>1992>AAMA - Green (Suitable For All Ages)>Sega>>Shooter
arescue>Air Rescue (US)>1992>AAMA - Green (Suitable For All Ages)>Sega>>Shooter
airwolf>Airwolf>1987>AAMA - Green (Suitable For All Ages)>Kyugo>>Shoot-'Em-Up
airwolfa>Airwolf (US)>1987>AAMA - Green (Suitable For All Ages)>Kyugo (United Amusements license)>>Shoot-'Em-Up
ajax>Ajax>1987>AAMA - Green (Suitable For All Ages)>Konami>>Shoot-'Em-Up
ajaxj>Ajax (Japan)>1987>AAMA - Green (Suitable For All Ages)>Konami>>Shoot-'Em-Up
akkanvdr>Akkanbeder (Ver 2.5J 1995/06/14)>1995>AAMA - Green (Suitable For All Ages)>Taito Corporation>>Shoot-'Em-Up
akumajoun>Akuma-Jou Dracula (Japan version N)>1988>AAMA - Yellow (Animated Violence Mild)>Konami>>Platform
akumajou>Akuma-Jou Dracula (Japan version P)>1988>AAMA - Yellow (Animated Violence Mild)>Konami>>Platform
agalletj>Akuu Gallet (Japan)>1996>AAMA - Green (Suitable For All Ages)>Gazelle (Banpresto license)>>Shoot-'Em-Up
aladmdb>Aladdin (bootleg of Japanese Megadrive version)>1993>AAMA - Yellow (Animated Violence Mild)>bootleg / Sega>>Platform
alcon>Alcon (US)>1986>AAMA - Green (Suitable For All Ages)>Toaplan / Taito America Corp.>>Shoot-'Em-Up
alexkidd1>Alex Kidd: The Lost Stars (set 1, FD1089A 317-0021)>1986>AAMA - Green (Suitable For All Ages)>Sega>>Platform
alexkidd>Alex Kidd: The Lost Stars (set 2, unprotected)>1986>AAMA - Green (Suitable For All Ages)>Sega>>Platform
alibaba>Ali Baba and 40 Thieves>1982>AAMA - Green (Suitable For All Ages)>Sega>>Maze
alienar>Alien Arena>1985>AAMA - Green (Suitable For All Ages)>Duncan Brown>>Maze
alienaru>Alien Arena (Stargate upgrade)>1985>AAMA - Green (Suitable For All Ages)>Duncan Brown>>Maze
alienchac>Alien Challenge (China)>1994>AAMA - Red (Animated Violence Strong)>IGS>>Fighter
aliencha>Alien Challenge (World)>1994>AAMA - Red (Animated Violence Strong)>IGS>>Fighter
aliencr>Alien Crush>1989>AAMA - Green (Suitable For All Ages)>Hudson Soft>>Pinball
alieninv>Alien Invasion>19??>AAMA - Green (Suitable For All Ages)>bootleg (Margamatics)>>Shoot-'Em-Up
alieninvp2>Alien Invasion Part II>19??>AAMA - Green (Suitable For All Ages)>bootleg>>Shoot-'Em-Up
aliensec>Alien Sector>1985>AAMA - Green (Suitable For All Ages)>Namco>>Shoot-'Em-Up
astormbl>Alien Storm (bootleg, set 1)>1990>AAMA - Yellow (Animated Violence Mild)>bootleg>>Beat-'Em-Up
astormjd>Alien Storm (Japan, 2 Players) (bootleg of FD1094 317-0146 set)>1990>AAMA - Yellow (Animated Violence Mild)>bootleg>>Beat-'Em-Up
astormj>Alien Storm (Japan, 2 Players) (FD1094 317-0146)>1990>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
astormud>Alien Storm (US, 3 Players) (bootleg of FD1094 317-0147 set)>1990>AAMA - Yellow (Animated Violence Mild)>bootleg>>Beat-'Em-Up
astormu>Alien Storm (US, 3 Players) (FD1094 317-0147)>1990>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
astorm>Alien Storm (World, 2 Players) (FD1094 317-0154)>1990>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
astorm3d>Alien Storm (World, 3 Players) (bootleg of FD1094 317-0148 set)>1990>AAMA - Yellow (Animated Violence Mild)>bootleg>>Beat-'Em-Up
astorm3>Alien Storm (World, 3 Players) (FD1094 317-0148)>1990>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
aliensynjo>Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033)>1987>AAMA - Green (Suitable For All Ages)>Sega>>Maze
aliensyn2>Alien Syndrome (set 2, System 16A, FD1089A 317-0033)>1987>AAMA - Green (Suitable For All Ages)>Sega>>Maze
aliensyn3>Alien Syndrome (set 3, System 16B, FD1089A 317-0033)>1987>AAMA - Green (Suitable For All Ages)>Sega>>Maze
aliensyn>Alien Syndrome (set 4, System 16B, unprotected)>1987>AAMA - Green (Suitable For All Ages)>Sega>>Maze
aliensyn5>Alien Syndrome (set 5, System 16A, FD1089B 317-0037)>1987>AAMA - Green (Suitable For All Ages)>Sega>>Maze
aliensynj>Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033)>1987>AAMA - Green (Suitable For All Ages)>Sega>>Maze
aliensyn7>Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx)>1987>AAMA - Green (Suitable For All Ages)>Sega>>Maze
avspa>Alien vs. Predator (Asia 940520)>1994>AAMA - Yellow (Animated Violence Mild)>Capcom>>Beat-'Em-Up
avspd>Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg)>1994>AAMA - Yellow (Animated Violence Mild)>bootleg>>Beat-'Em-Up
avsp>Alien vs. Predator (Euro 940520)>1994>AAMA - Yellow (Animated Violence Mild)>Capcom>>Beat-'Em-Up
avsph>Alien vs. Predator (Hispanic 940520)>1994>AAMA - Yellow (Animated Violence Mild)>Capcom>>Beat-'Em-Up
avspj>Alien vs. Predator (Japan 940520)>1994>AAMA - Yellow (Animated Violence Mild)>Capcom>>Beat-'Em-Up
avspu>Alien vs. Predator (USA 940520)>1994>AAMA - Yellow (Animated Violence Mild)>Capcom>>Beat-'Em-Up
alien3u>Alien3: The Gun (US)>1993>AAMA - Yellow (Animated Violence Mild)>Sega>>Gun
alien3>Alien3: The Gun (World)>1993>AAMA - Yellow (Animated Violence Mild)>Sega>>Gun
aliensa>Aliens (Asia)>1990>AAMA - Red (Animated Violence Strong)>Konami>>Action
aliensj>Aliens (Japan set 1)>1990>AAMA - Red (Animated Violence Strong)>Konami>>Action
aliensj2>Aliens (Japan set 2)>1990>AAMA - Red (Animated Violence Strong)>Konami>>Action
aliensu>Aliens (US)>1990>AAMA - Red (Animated Violence Strong)>Konami>>Action
aliens>Aliens (World set 1)>1990>AAMA - Red (Animated Violence Strong)>Konami>>Action
aliens2>Aliens (World set 2)>1990>AAMA - Red (Animated Violence Strong)>Konami>>Action
aliens3>Aliens (World set 3)>1990>AAMA - Red (Animated Violence Strong)>Konami>>Action
aafbc>All American Football (rev C)>1989>AAMA - Green (Suitable For All Ages)>Leland Corp.>>Sports/Football
aafbd2p>All American Football (rev D, 2 Players)>1989>AAMA - Green (Suitable For All Ages)>Leland Corp.>>Sports/Football
aafb>All American Football (rev E)>1989>AAMA - Green (Suitable For All Ages)>Leland Corp.>>Sports/Football
alleymas>Alley Master>1986>AAMA - Green (Suitable For All Ages)>Cinematronics>>Sports/Bowling
aligatorun>Alligator Hunt (unprotected)>1994>AAMA - Green (Suitable For All Ages)>Gaelco>>Shooter
mjapinky>Almond Pinky [BET] (Japan)>1988>AAMA - Red (Sexual Content Strong)>Dynax>>Mahjong
alphamis>Alpha Mission>1985>AAMA - Green (Suitable For All Ages)>SNK>>Shoot-'Em-Up
alpham2>Alpha Mission II / ASO II - Last Guardian (NGM-007)(NGH-007)>1991>AAMA - Green (Suitable For All Ages)>SNK>>Shoot-'Em-Up
alpham2p>Alpha Mission II / ASO II - Last Guardian (prototype)>1991>AAMA - Green (Suitable For All Ages)>SNK>>Shoot-'Em-Up
alphaone>Alpha One (prototype, 3 lives)>1983>AAMA - Green (Suitable For All Ages)>Atari>>Shoot-'Em-Up
alphaonea>Alpha One (prototype, 5 lives)>1983>AAMA - Green (Suitable For All Ages)>Atari>>Shoot-'Em-Up
alpinerc>Alpine Racer (Rev. AR2 Ver.C)>1994>AAMA - Green (Suitable For All Ages)>Namco>>Sports/Skiing
alpinerd>Alpine Racer (Rev. AR2 Ver.D)>1994>AAMA - Green (Suitable For All Ages)>Namco>>Sports/Skiing
alpinr2a>Alpine Racer 2 (Rev. ARS2 Ver.A)>1996>AAMA - Green (Suitable For All Ages)>Namco>>Sports/Skiing
alpinr2b>Alpine Racer 2 (Rev. ARS2 Ver.B)>1996>AAMA - Green (Suitable For All Ages)>Namco>>Sports/Skiing
alpine>Alpine Ski (set 1)>1982>AAMA - Green (Suitable For All Ages)>Taito Corporation>>Sports/Skiing
alpinea>Alpine Ski (set 2)>1982>AAMA - Green (Suitable For All Ages)>Taito Corporation>>Sports/Skiing
altair>Altair>1981>AAMA - Green (Suitable For All Ages)>Cidelsa>>Shoot-'Em-Up
altbeast2>Altered Beast (set 2) (MC-8123B 317-0066)>1988>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
altbeast4>Altered Beast (set 4) (MC-8123B 317-0066)>1988>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
altbeast5d>Altered Beast (set 5) (bootleg of FD1094 317-0069 set)>1988>AAMA - Yellow (Animated Violence Mild)>bootleg>>Beat-'Em-Up
altbeast5>Altered Beast (set 5) (FD1094 317-0069)>1988>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
altbeast6>Altered Beast (set 6) (8751 317-0076)>1988>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
altbeast>Altered Beast (set 8) (8751 317-0078)>1988>AAMA - Yellow (Animated Violence Mild)>Sega>>Beat-'Em-Up
maze>Amazing Maze>1976>AAMA - Green (Suitable For All Ages)>Midway>>Maze
ambush>Ambush>1983>AAMA - Green (Suitable For All Ages)>Tecfri>>Shooter
ambushh>Ambush (hack?)>1983>AAMA - Green (Suitable For All Ages)>Tecfri>>Shooter
ambushj>Ambush (Japan)>1983>AAMA - Green (Suitable For All Ages)>Tecfri (Nippon Amuse license)>>Shooter
ambushv>Ambush (Volt Electronics)>1983>AAMA - Green (Suitable For All Ages)>Tecfri (Volt Electronics license)>>Shooter
anteaterg>Ameisenbaer (German)>1982>AAMA - Green (Suitable For All Ages)>Tago Electronics (TV-Tuning license from Free Enterprise Games)>>Maze
anteatergg>Ameisenbaer (German, Galaxian hardware)>1982>AAMA - Green (Suitable For All Ages)>bootleg>>Maze
horshoes>American Horseshoes (US)>1990>AAMA - Green (Suitable For All Ages)>Taito America Corporation>>Sports
asoccer>American Soccer>1987>AAMA - Green (Suitable For All Ages)>Universal>>Sports/Soccer
amspdwy>American Speedway (set 1)>1987>AAMA - Green (Suitable For All Ages)>Enerdyne Technologies Inc.>>Driving
amspdwya>American Speedway (set 2)>1987>AAMA - Green (Suitable For All Ages)>Enerdyne Technologies Inc.>>Driving
